658	2.24E-07
660	2.17E-07
662	2.09E-07
664	2.02E-07
666	1.95E-07
668	1.88E-07
670	1.81E-07
672	1.74E-07
674	1.67E-07
676	1.60E-07
678	1.53E-07
680	1.46E-07
682	1.41E-07
684	1.36E-07
686	1.32E-07
688	1.27E-07
690	1.23E-07
692	1.18E-07
694	1.14E-07
696	1.10E-07
698	1.07E-07
700	1.04E-07
702	1.01E-07
704	9.82E-08
706	9.53E-08
708	9.24E-08
710	8.96E-08
712	8.69E-08
714	8.46E-08
716	8.24E-08
718	8.01E-08
720	7.79E-08
722	7.56E-08
724	7.34E-08
726	7.11E-08
728	6.89E-08
730	6.71E-08
732	6.52E-08
734	6.33E-08
736	6.14E-08
738	5.96E-08
740	5.77E-08
742	5.58E-08
744	5.42E-08
746	5.27E-08
748	5.12E-08
750	4.97E-08
752	4.82E-08
754	4.68E-08
756	4.53E-08
758	4.38E-08
760	4.26E-08
762	4.13E-08
764	4.01E-08
766	3.89E-08
768	3.76E-08
770	3.64E-08
772	3.52E-08
774	3.41E-08
776	3.31E-08
778	3.21E-08
780	3.11E-08
782	3.01E-08
784	2.91E-08
786	2.81E-08
788	2.71E-08
790	2.61E-08
792	2.50E-08
794	2.39E-08
796	2.28E-08
798	2.17E-08
800	2.06E-08
802	1.95E-08
804	1.89E-08
806	1.83E-08
808	1.76E-08
810	1.70E-08
812	1.64E-08
814	1.57E-08
816	1.51E-08
818	1.47E-08
820	1.44E-08
822	1.40E-08
824	1.37E-08
826	1.33E-08
828	1.30E-08
830	1.26E-08
832	1.23E-08
834	1.19E-08
836	1.16E-08
838	1.13E-08
840	1.11E-08
842	1.08E-08
844	1.05E-08
846	1.02E-08
848	9.90E-09
850	9.60E-09
852	9.35E-09
854	9.11E-09
856	8.88E-09
858	8.64E-09
860	8.41E-09
862	8.17E-09
864	7.94E-09
866	7.70E-09
868	7.49E-09
870	7.32E-09
872	7.15E-09
874	6.99E-09
876	6.82E-09
878	6.65E-09
880	6.48E-09
882	6.32E-09
884	6.15E-09
886	5.98E-09
888	5.80E-09
890	5.61E-09
892	5.43E-09
894	5.25E-09
896	5.06E-09
898	4.88E-09
900	4.70E-09
902	4.53E-09
904	4.38E-09
906	4.23E-09
908	4.09E-09
910	3.94E-09
912	3.79E-09
914	3.64E-09
916	3.50E-09
918	3.36E-09
920	3.27E-09
922	3.18E-09
924	3.08E-09
926	2.99E-09
928	2.90E-09
930	2.81E-09
932	2.72E-09
934	2.62E-09
936	2.55E-09
938	2.48E-09
940	2.41E-09
942	2.35E-09
944	2.28E-09
946	2.21E-09
948	2.15E-09
950	2.08E-09
952	2.02E-09
954	1.97E-09
956	1.91E-09
958	1.86E-09
960	1.81E-09
962	1.76E-09
964	1.70E-09
966	1.65E-09
968	1.60E-09
970	1.55E-09
972	1.50E-09
974	1.45E-09
976	1.40E-09
978	1.35E-09
980	1.30E-09
982	1.27E-09
984	1.24E-09
986	1.22E-09
988	1.19E-09
990	1.16E-09
992	1.13E-09
994	1.11E-09
996	1.08E-09
998	1.06E-09
1000	1.04E-09
1002	1.02E-09
1004	1.00E-09
1006	9.81E-10
1008	9.63E-10
1010	9.44E-10
1012	9.25E-10
1014	9.04E-10
1016	8.81E-10
1018	8.59E-10
1020	8.37E-10
1022	8.15E-10
1024	7.93E-10
1026	7.71E-10
1028	7.52E-10
1030	7.36E-10
1032	7.19E-10
1034	7.03E-10
1036	6.87E-10
1038	6.71E-10
1040	6.55E-10
1042	6.39E-10
1044	6.23E-10
1046	6.06E-10
1048	5.93E-10
1050	5.81E-10
1052	5.69E-10
1054	5.56E-10
1056	5.44E-10
1058	5.31E-10
1060	5.19E-10
1062	5.07E-10
1064	4.95E-10
1066	4.84E-10
1068	4.73E-10
1070	4.62E-10
1072	4.51E-10
1074	4.40E-10
1076	4.29E-10
1078	4.20E-10
1080	4.12E-10
1082	4.03E-10
1084	3.95E-10
1086	3.87E-10
1088	3.78E-10
1090	3.70E-10
1092	3.62E-10
1094	3.53E-10
1096	3.46E-10
1098	3.39E-10
1100	3.31E-10
1102	3.24E-10
1104	3.17E-10
1106	3.10E-10
1108	3.02E-10
1110	2.95E-10
1112	2.88E-10
1114	2.81E-10
1116	2.74E-10
1118	2.68E-10
1120	2.61E-10
1122	2.55E-10
1124	2.48E-10
1126	2.42E-10
1128	2.35E-10
1130	2.29E-10
1132	2.23E-10
1134	2.18E-10
1136	2.13E-10
1138	2.09E-10
1140	2.04E-10
1142	1.99E-10
1144	1.95E-10
1146	1.90E-10
1148	1.86E-10
1150	1.81E-10
1152	1.76E-10
1154	1.72E-10
1156	1.68E-10
1158	1.64E-10
1160	1.60E-10
1162	1.56E-10
1164	1.52E-10
1166	1.48E-10
1168	1.44E-10
1170	1.40E-10
1172	1.37E-10
1174	1.34E-10
1176	1.30E-10
1178	1.27E-10
1180	1.23E-10
1182	1.20E-10
1184	1.17E-10
1186	1.13E-10
1188	1.10E-10
1190	1.08E-10
1192	1.05E-10
1194	1.02E-10
1196	9.93E-11
1198	9.65E-11
1200	9.38E-11
1202	9.10E-11
1204	8.86E-11
1206	8.68E-11
1208	8.50E-11
1210	8.33E-11
1212	8.15E-11
1214	7.98E-11
1216	7.80E-11
1218	7.63E-11
1220	7.45E-11
1222	7.27E-11
1224	7.10E-11
1226	6.92E-11
1228	6.75E-11
1230	6.57E-11
1232	6.39E-11
1234	6.22E-11
1236	6.04E-11
1238	5.87E-11
1240	5.73E-11
1242	5.59E-11
1244	5.45E-11
1246	5.32E-11
1248	5.18E-11
1250	5.04E-11
1252	4.91E-11
1254	4.79E-11
1256	4.69E-11
1258	4.59E-11
1260	4.49E-11
1262	4.39E-11
1264	4.29E-11
1266	4.19E-11
1268	4.09E-11
1270	3.99E-11
1272	3.89E-11
1274	3.80E-11
1276	3.72E-11
1278	3.64E-11
1280	3.56E-11
1282	3.48E-11
1284	3.40E-11
1286	3.32E-11
1288	3.24E-11
1290	3.16E-11
1292	3.08E-11
1294	3.01E-11
1296	2.94E-11
1298	2.87E-11
1300	2.80E-11
1302	2.73E-11
1304	2.66E-11
1306	2.59E-11
1308	2.53E-11
1310	2.46E-11
1312	2.39E-11
1314	2.33E-11
1316	2.27E-11
1318	2.21E-11
1320	2.15E-11
1322	2.09E-11
1324	2.03E-11
1326	1.97E-11
1328	1.91E-11
1330	1.87E-11
1332	1.82E-11
1334	1.78E-11
1336	1.73E-11
1338	1.68E-11
1340	1.64E-11
1342	1.59E-11
1344	1.54E-11
1346	1.51E-11
1348	1.48E-11
1350	1.45E-11
1352	1.42E-11
1354	1.39E-11
1356	1.36E-11
1358	1.33E-11
1360	1.31E-11
1362	1.28E-11
1364	1.25E-11
1366	1.22E-11
1368	1.19E-11
1370	1.17E-11
1372	1.14E-11
1374	1.11E-11
1376	1.08E-11
1378	1.06E-11
1380	1.03E-11
1382	9.95E-12
1384	9.65E-12
1386	9.35E-12
1388	9.05E-12
1390	8.75E-12
1392	8.45E-12
1394	8.21E-12
1396	8.03E-12
1398	7.84E-12
1400	7.65E-12
1402	7.47E-12
1404	7.28E-12
1406	7.09E-12
1408	6.91E-12
1410	6.72E-12
1412	6.56E-12
1414	6.45E-12
1416	6.34E-12
1418	6.23E-12
1420	6.12E-12
1422	6.01E-12
1424	5.90E-12
1426	5.79E-12
1428	5.68E-12
1430	5.57E-12
1432	5.47E-12
1434	5.40E-12
1436	5.32E-12
1438	5.25E-12
1440	5.17E-12
1442	5.09E-12
1444	5.02E-12
1446	4.94E-12
1448	4.87E-12
1450	4.79E-12
1452	4.77E-12
1454	4.75E-12
1456	4.73E-12
1458	4.71E-12
1460	4.69E-12
1462	4.67E-12
1464	4.64E-12
1466	4.62E-12
1468	4.60E-12
1470	4.58E-12
1472	4.57E-12
1474	4.57E-12
1476	4.56E-12
1478	4.56E-12
1480	4.55E-12
1482	4.54E-12
1484	4.54E-12
1486	4.53E-12
1488	4.53E-12
1490	4.52E-12
1492	4.51E-12
